"","carat","cut","color","clarity","total_depth","table","length","width","depth","price"
"23697",1.55,"Very Good","E","SI1",60.1,58,7.5,7.55,4.52,11764
"28980",0.25,"Very Good","F","VS1",62.1,58,4,4.05,2.5,436
"50729",0.7,"Ideal","H","SI1",62.2,55,5.67,5.71,3.54,2294
"9596",1.04,"Ideal","F","SI2",62.6,57,6.48,6.45,4.05,4630
"11379",0.34,"Good","E","SI1",63.2,55,4.46,4.49,2.83,596
"52195",0.7,"Premium","G","VS2",61.8,60,5.66,5.63,3.49,2479
"13864",1.01,"Good","E","SI1",64,56,6.33,6.36,4.06,5646
"16368",0.33,"Premium","I","VVS1",61.9,60,4.41,4.44,2.74,608
"32537",0.27,"Premium","E","VVS2",59,59,4.27,4.24,2.51,799
"53262",0.74,"Premium","F","SI1",61.4,59,5.81,5.82,3.57,2648
"20426",1.22,"Premium","G","VS1",61.3,58,6.91,6.89,4.23,8779
"49271",0.64,"Ideal","E","SI1",62,56,5.57,5.53,3.44,2089
"2999",0.9,"Very Good","G","SI2",59.2,57,6.3,6.36,3.75,3303
"29457",0.33,"Ideal","G","VVS2",62.6,53,4.43,4.45,2.78,702
"53502",0.72,"Premium","G","VS1",61.7,59,5.71,5.66,3.51,2685
"37450",0.34,"Ideal","G","IF",62.2,56,4.45,4.46,2.77,984
"48074",0.56,"Ideal","D","VS2",62.2,56,5.28,5.26,3.28,1929
"23897",1.5,"Very Good","E","SI1",60.4,59,7.35,7.39,4.45,12000
"48030",0.71,"Premium","I","VS2",59.7,60,5.83,5.86,3.49,1923
"5226",0.69,"Ideal","F","VVS1",61.6,56,5.69,5.71,3.51,3784
"34031",0.4,"Very Good","D","VS2",63.6,55,4.68,4.72,2.99,850
"26250",2.08,"Very Good","H","SI2",59,59,8.37,8.41,4.95,15696
"612",0.71,"Premium","F","VS1",60.5,58,5.75,5.72,3.47,2839
"26153",1.11,"Ideal","E","IF",61.8,55,6.65,6.69,4.12,15464
"28233",0.33,"Ideal","F","VS2",61.9,57,4.4,4.42,2.73,666
"22104",1.52,"Very Good","I","VS2",61.7,55,7.39,7.32,4.54,10130
"3011",1,"Very Good","D","SI2",63.4,58,6.33,6.3,4.01,3304
"27892",0.32,"Ideal","I","IF",62.1,54,4.39,4.43,2.74,655
"13103",1.02,"Very Good","E","SI1",60.6,59,6.47,6.49,3.93,5424
"31715",0.35,"Ideal","E","VS1",61.6,55.1,4.54,4.58,2.81,771
"26253",2.18,"Ideal","I","SI2",62.5,55,8.31,8.34,5.2,15706
"36518",0.3,"Premium","F","VVS2",61.6,58,4.35,4.28,2.66,945
"16678",1.01,"Very Good","E","VS2",62.7,57,6.31,6.36,3.97,6666
"2223",0.7,"Ideal","H","VS2",61.2,56,5.72,5.75,3.51,3145
"14763",1,"Very Good","G","VS2",63,58,6.33,6.4,4.01,5940
"37275",0.35,"Ideal","J","VS1",62.6,53.7,4.51,4.54,2.83,483
"24389",0.41,"Very Good","E","SI2",62.8,58,4.69,4.73,2.96,638
"3574",0.96,"Good","D","SI2",64,62,6.16,6.13,3.93,3419
"10937",1.47,"Fair","H","I1",66.7,59,6.98,6.94,4.64,4898
"35608",0.31,"Very Good","H","VVS1",63.1,57,4.31,4.25,2.7,907
"19654",1.01,"Very Good","F","VVS2",63,56,6.34,6.4,4.01,8265
"5655",0.9,"Premium","F","SI1",62.5,62,6.11,6.08,3.81,3881
"14651",1,"Very Good","E","VS1",63.2,53,6.4,6.33,4.02,5914
"20660",2.01,"Very Good","J","SI2",59.3,63,8.28,8.22,4.89,8949
"501",0.71,"Ideal","D","SI1",60.2,56,5.86,5.83,3.52,2822
"52407",0.71,"Ideal","E","SI2",59.5,57,5.87,5.82,3.48,2511
"49811",0.5,"Ideal","F","VVS1",61,57,5.13,5.16,3.14,2165
"34448",0.31,"Ideal","E","VVS2",61.8,54,4.34,4.36,2.69,864
"20586",1.06,"Ideal","D","VS1",61.7,55,6.53,6.57,4.04,8893
"30521",0.26,"Ideal","E","VVS2",61.3,57,4.12,4.15,2.53,733
"10713",0.31,"Ideal","D","SI2",61.3,56,4.41,4.36,2.69,593
"51713",0.78,"Very Good","G","SI2",63.7,55.9,5.82,5.85,3.72,2401
"35320",0.33,"Very Good","F","IF",58.7,55,4.56,4.6,2.69,897
"41972",0.4,"Premium","F","VVS1",60.2,59,4.74,4.76,2.86,1263
"5597",1.01,"Premium","H","SI1",62.1,57,6.47,6.37,3.99,3869
"41928",0.4,"Premium","D","VVS2",60.4,59,4.76,4.77,2.88,1263
"22454",1.63,"Premium","I","VS2",61,60,7.62,7.59,4.64,10479
"10727",0.31,"Good","D","SI2",63.9,57,4.33,4.28,2.75,593
"41441",0.61,"Ideal","G","SI2",59.5,57,5.55,5.51,3.29,1228
"15395",1.2,"Very Good","I","VS1",62.4,56,6.78,6.74,4.22,6167
"37043",0.34,"Ideal","F","VVS1",62,56,4.45,4.49,2.77,967
"42033",0.53,"Ideal","F","SI1",62.4,57,5.18,5.21,3.24,1268
"47363",0.54,"Ideal","H","VVS1",61.1,57,5.22,5.26,3.2,1846
"757",0.9,"Premium","I","VS2",61.9,59,6.2,6.14,3.82,2857
"25498",1.71,"Ideal","H","VS2",61.4,56,7.68,7.71,4.72,14292
"35208",0.33,"Ideal","I","IF",61.6,55,4.47,4.46,2.75,891
"28678",0.24,"Ideal","F","VVS1",61.8,55,4,4.03,2.48,678
"20484",1.5,"Premium","I","VS2",58.4,61,7.48,7.42,4.35,8820
"5349",0.9,"Very Good","D","SI1",62.4,63,6.13,6.04,3.8,3812
"20559",1.21,"Premium","F","VS2",60.1,55,7.01,6.91,4.18,8870
"43602",0.31,"Very Good","E","SI1",61.2,58,4.34,4.38,2.67,507
"7785",1.02,"Premium","F","SI2",60,60,6.57,6.53,3.93,4284
"27419",2.04,"Good","H","SI1",58.4,60,8.31,8.36,4.87,18026
"1540",0.72,"Very Good","D","SI1",61.5,58,5.74,5.78,3.54,3001
"13863",1.15,"Good","H","VS2",63.1,56,6.62,6.7,4.2,5646
"39233",0.38,"Ideal","D","VS1",62.5,56,4.64,4.67,2.91,1067
"47519",0.7,"Very Good","I","VS2",63,60,5.59,5.62,3.53,1867
"47929",0.56,"Ideal","E","VS2",60.9,56,5.35,5.32,3.25,1915
"34080",0.36,"Ideal","E","VS1",61.7,56,4.56,4.58,2.82,852
"12492",1.08,"Ideal","G","SI1",61.8,56,6.55,6.58,4.06,5256
"33176",0.41,"Ideal","E","SI2",63,57,4.73,4.7,2.97,818
"35833",0.44,"Ideal","G","VS1",61.9,54,4.89,4.93,3.04,915
"51929",0.96,"Fair","G","SI2",72.2,56,6.01,5.81,4.28,2438
"15307",1.24,"Premium","G","SI1",58.9,58,7.08,6.98,4.14,6145
"46609",0.54,"Ideal","D","SI1",62.9,57,5.22,5.17,3.27,1786
"269",0.76,"Premium","H","VVS2",59.6,57,5.91,5.86,3.51,2792
"3622",0.8,"Ideal","F","VS2",62.7,54,5.91,5.95,3.72,3429
"51019",0.71,"Good","I","VS1",61.5,64,5.76,5.65,3.51,2327
"11650",1.01,"Good","D","SI1",63.9,61,6.28,6.31,4.02,5055
"19176",1.21,"Ideal","H","VS1",62.8,54,6.81,6.78,4.26,7928
"22067",1.5,"Very Good","I","VVS2",63.3,58,7.27,7.24,4.59,10090
"30609",0.34,"Very Good","G","SI2",62.8,59,4.45,4.47,2.8,447
"25139",1.62,"Premium","G","VS2",62.3,58,7.54,7.49,4.68,13702
"3767",0.9,"Premium","F","SI2",61.6,58,6.23,6.15,3.81,3457
"23925",2.01,"Ideal","J","SI1",62.1,56,8.08,8.03,5,12048
"51664",0.7,"Very Good","I","VVS2",63.1,57,5.63,5.68,3.57,2398
"8918",0.8,"Very Good","E","VS1",62.4,54,5.98,5.94,3.72,4495
"18544",1.52,"Premium","H","SI1",62,60,7.36,7.28,4.54,7559
"37741",0.41,"Ideal","E","VS1",60.5,58,4.81,4.85,2.92,997
"42752",0.51,"Ideal","G","VS2",62,56,5.11,5.18,3.19,1343
"1968",0.73,"Ideal","G","SI1",61.7,57,5.78,5.81,3.57,3089
"32323",0.36,"Very Good","E","VS2",59.8,62,4.56,4.61,2.74,789
"37987",0.39,"Ideal","G","VVS1",62.1,54.7,4.64,4.72,2.91,1008
"10108",1.08,"Premium","H","SI2",61.2,58,6.62,6.58,4.04,4717
"52439",0.63,"Ideal","E","VS2",61.5,56,5.48,5.54,3.39,2513
"37374",0.4,"Premium","F","VS1",60.3,60,4.77,4.81,2.89,982
"45751",0.7,"Ideal","I","SI2",61.5,53,5.74,5.77,3.54,1702
"37694",0.35,"Ideal","F","VVS1",60.6,57,4.57,4.6,2.78,994
"16534",1.01,"Good","E","VS2",56.7,61,6.71,6.66,3.79,6606
"7633",0.91,"Good","D","SI1",64.6,58,6.02,6.12,3.92,4265
"16281",1.01,"Ideal","G","VS2",60.1,55,6.53,6.58,3.94,6512
"22074",1.49,"Premium","H","SI1",61.9,57,7.35,7.31,4.54,10096
"33875",0.3,"Ideal","E","VS2",62,55,4.35,4.3,2.68,844
"35127",0.43,"Premium","H","SI2",61.8,59,4.86,4.85,3,887
"27824",0.34,"Premium","D","SI2",60.7,61,4.51,4.45,2.72,650
"53149",0.8,"Very Good","E","SI2",62.4,55,5.88,5.92,3.68,2623
"51267",0.76,"Ideal","I","SI1",61.9,56,5.85,5.88,3.63,2358
"28117",0.36,"Ideal","D","SI1",62.7,57,4.54,4.59,2.86,663
"51588",0.75,"Ideal","F","SI2",62.6,55,5.86,5.81,3.65,2393
"9396",1.03,"Ideal","F","SI2",60.5,58,6.55,6.49,3.94,4586
"2235",0.71,"Very Good","F","VS2",63.3,57,5.65,5.69,3.59,3146
"28363",0.35,"Ideal","E","SI1",60.7,56,4.57,4.59,2.78,667
"6984",1.01,"Premium","G","SI2",60.1,59,6.45,6.39,3.86,4154
"7007",1.06,"Premium","I","SI1",62.9,60,6.47,6.43,4.06,4155
"47136",0.6,"Premium","E","SI1",61.9,58,5.43,5.39,3.35,1830
"24821",1.52,"Premium","G","VS1",61.5,58,7.39,7.31,4.52,13207
"790",0.82,"Premium","E","SI2",61.7,59,6.01,5.98,3.7,2861
"44969",0.5,"Very Good","G","VS1",62.7,59,5.04,5.07,3.17,1637
"24396",2.11,"Premium","H","SI2",60.9,59,8.3,8.25,5.04,12633
"25516",1.71,"Premium","E","SI1",62.2,58,7.67,7.61,4.75,14319
"22664",1.83,"Premium","J","SI1",60.4,58,7.96,7.94,4.8,10709
"6321",1.11,"Premium","I","SI2",61.2,61,6.69,6.65,4.08,4028
"41841",0.51,"Ideal","G","SI1",61.5,55.5,5.13,5.19,3.17,1254
"13946",1.1,"Premium","H","VS1",61.3,58,6.66,6.61,4.07,5673
"7164",0.93,"Premium","F","SI1",61.1,59,6.32,6.29,3.85,4182
"38548",0.34,"Ideal","D","VS2",62,55,4.48,4.45,2.77,1033
"46167",0.5,"Premium","E","VS2",61.5,56,5.11,5.07,3.13,1746
"8173",1.05,"Premium","F","SI2",61.7,60,6.58,6.49,4.03,4363
"52584",0.97,"Fair","J","SI2",60.8,67,6.41,6.32,3.87,2538
"12626",1.05,"Very Good","H","VS2",63.2,58,6.46,6.39,4.06,5292
"10484",0.9,"Ideal","F","SI1",61.8,58,6.21,6.24,3.85,4795
"51948",0.71,"Premium","E","SI1",60.4,62,5.72,5.67,3.44,2441
"50981",0.31,"Ideal","H","VS1",61.6,56,4.34,4.36,2.68,544
"8522",1.23,"Premium","G","SI2",62.8,59,6.76,6.72,4.23,4426
"2181",1,"Premium","E","I1",62.3,58,6.38,6.33,3.96,3136
"17793",1.33,"Premium","H","SI1",61.9,58,6.98,7.04,4.34,7171
"29067",0.4,"Good","F","SI1",63.1,58,4.66,4.69,2.95,687
"13171",1.06,"Very Good","E","SI1",63.7,55,6.45,6.49,4.12,5445
"38333",0.32,"Ideal","E","VVS1",61.3,57,4.43,4.38,2.7,1020
"20373",0.31,"Good","F","VS2",63.4,56,4.31,4.34,2.74,625
"37109",0.38,"Ideal","F","VS2",61.9,55,4.68,4.64,2.89,969
"50700",0.7,"Good","F","VS2",63.8,60,5.61,5.52,3.55,2290
"23813",1.51,"Premium","E","SI1",63,58,7.33,7.27,4.6,11873
"13107",1.02,"Ideal","D","SI2",61.7,58,6.41,6.49,3.98,5426
"38669",0.33,"Premium","F","VVS2",62.5,59,4.47,4.4,2.77,1040
"220",0.53,"Very Good","D","VVS2",57.5,64,5.34,5.37,3.08,2782
"33735",0.31,"Ideal","G","IF",61.6,56,4.37,4.4,2.7,839
"47356",0.5,"Premium","D","VS2",60.2,57,5.21,5.15,3.12,1845
"1451",0.71,"Very Good","G","VVS2",60.8,58,5.75,5.77,3.5,2977
"40467",0.32,"Ideal","D","VVS1",61.9,56,4.39,4.36,2.71,1140
"13756",1.25,"Premium","J","SI1",61.8,55,6.91,6.82,4.24,5607
"28175",0.35,"Very Good","E","VS2",61.4,58,4.51,4.55,2.78,665
"25385",1.5,"Premium","F","VS2",61.5,58,7.34,7.36,4.52,14071
"32642",0.31,"Ideal","H","VVS2",62.5,55,4.37,4.34,2.72,802
"13064",1.16,"Fair","H","SI1",65.8,58,6.54,6.46,4.28,5411
"40651",0.5,"Very Good","E","SI2",61.3,56,5.08,5.13,3.13,1154
"149",0.7,"Very Good","D","SI1",61.1,58,5.66,5.73,3.48,2768
"20990",1.02,"Very Good","F","VVS2",60.9,56,6.44,6.5,3.94,9205
"41095",0.51,"Good","D","SI1",63.4,59,5.07,5.02,3.2,1193
"45554",0.51,"Premium","D","SI1",60.1,60,5.18,5.14,3.1,1687
"13130",1.01,"Very Good","H","SI1",62.9,56,6.34,6.41,4.01,5433
"9248",1.01,"Premium","H","VS2",62.9,60,6.33,6.22,3.95,4559
"49243",0.51,"Ideal","E","VS2",61.6,55,5.16,5.19,3.19,2085
"50378",0.44,"Good","D","VVS1",59.2,57,4.96,5,2.95,2250
"21232",1.11,"Premium","F","VVS2",59.2,59,6.79,6.82,4.03,9377
"49348",0.71,"Premium","E","SI2",60.4,61,5.79,5.77,3.49,2096
"11493",1.04,"Premium","G","SI1",60.9,59,6.57,6.53,3.99,5017
"19210",1.21,"Ideal","H","VVS2",60.4,57,6.9,6.93,4.18,7954
"45125",0.85,"Fair","G","I1",62.7,60,6.05,5.96,3.77,1651
"43789",0.56,"Ideal","G","SI1",62.5,56,5.28,5.21,3.28,1441
"5393",0.3,"Premium","D","SI2",60.9,58,4.32,4.29,2.62,574
"4472",0.82,"Ideal","E","SI1",61.8,58,5.99,6.05,3.72,3622
"53435",0.96,"Fair","H","SI2",67.6,63,5.99,5.84,4.01,2672
"23736",2.01,"Very Good","H","SI2",63.4,60,7.97,7.89,5.03,11780
"13411",1.18,"Very Good","H","SI1",60.1,59,6.83,6.88,4.11,5508
"49660",0.71,"Very Good","I","SI1",61.5,58,5.67,5.72,3.5,2141
"45262",0.54,"Ideal","D","SI1",61.5,56,5.23,5.25,3.22,1662
"12961",1.21,"Ideal","J","SI1",62.7,55.2,6.79,6.84,4.27,5390
"41749",0.52,"Good","G","SI1",63.3,55,5.07,5.1,3.22,1244
"2508",1.02,"Very Good","E","I1",60.6,63,6.52,6.46,3.93,3199
"32851",0.4,"Good","H","VS1",63.4,58,4.74,4.66,2.98,807
"10681",1.11,"Premium","H","SI1",58.4,60,6.87,6.83,4,4842
"41391",0.42,"Premium","F","VVS2",61.7,59,4.82,4.78,2.96,1221
"26267",2.24,"Ideal","I","SI2",62.1,53.6,8.38,8.41,5.21,15730
"3749",0.23,"Premium","F","VVS2",61.3,59,3.99,3.94,2.43,571
"766",0.92,"Premium","J","SI1",62.9,58,6.22,6.18,3.9,2858
"15739",1.01,"Ideal","G","VS2",62,57,6.4,6.44,3.98,6295
"40455",0.32,"Ideal","E","VVS1",61.5,56,4.43,4.45,2.73,1140
"52713",0.52,"Premium","D","VVS1",58.8,61,5.31,5.27,3.11,2553
"12382",0.35,"Ideal","I","VVS2",62,54,4.54,4.56,2.82,598
"2821",1,"Fair","F","SI2",65.1,55,6.26,6.23,4.07,3265
"48693",0.76,"Very Good","D","SI2",59.1,63,5.91,5.84,3.47,2006
"12183",1.01,"Ideal","F","SI1",62,57,6.38,6.42,3.97,5184
"7910",1.07,"Premium","I","SI1",60.7,61,6.6,6.55,3.99,4314
"22502",1.04,"Premium","E","VVS1",62.5,59,6.46,6.41,4.02,10539
"34310",0.29,"Ideal","E","VVS1",62.7,55,4.22,4.2,2.64,858
"13955",1.09,"Premium","H","VS2",60,56,6.73,6.68,4.02,5677
"16641",1.2,"Good","E","SI1",59.9,64,6.84,6.79,4.08,6653
"48326",0.33,"Good","F","SI1",61.8,62,4.4,4.45,2.74,536
"447",0.61,"Ideal","G","VVS2",60.1,57,5.52,5.54,3.32,2816
"36501",0.41,"Very Good","G","VVS1",63.1,57,4.68,4.73,2.97,945
"34249",0.38,"Ideal","G","SI1",61.3,56,4.67,4.63,2.85,855
"40273",0.23,"Ideal","F","VS1",61.9,56,3.94,3.96,2.44,493
"10981",1.13,"Ideal","H","SI2",61.6,55,6.68,6.72,4.13,4911
"8019",1.01,"Premium","E","SI1",61.7,56,6.44,6.39,3.96,4330
"18428",1.54,"Premium","F","SI2",62.8,57,7.36,7.28,4.6,7494
"2945",0.8,"Ideal","F","SI1",60.1,60,5.98,6.03,3.61,3293
"48896",0.56,"Very Good","E","VVS2",62.1,58,5.27,5.33,3.3,2040
"18650",1.12,"Ideal","H","VS1",60.9,57,6.71,6.73,4.09,7616
"38902",0.33,"Ideal","E","VVS1",61.8,57,4.43,4.4,2.73,1052
"11197",1.14,"Very Good","D","SI2",59.2,61,6.82,6.84,4.04,4957
"45855",0.54,"Premium","D","SI1",62.3,60,5.22,5.18,3.24,1715
"42941",0.33,"Ideal","G","SI1",61.6,56,4.43,4.47,2.74,506
"4067",0.31,"Good","D","SI1",63.4,55,4.28,4.3,2.72,571
"5885",1.02,"Very Good","I","SI1",62.9,58,6.36,6.42,4.02,3927
"24022",1.5,"Very Good","G","VS2",61.2,61,7.29,7.34,4.48,12196
"47899",0.54,"Ideal","G","VVS2",61.2,56,5.25,5.28,3.22,1914
"25428",1.51,"Premium","E","VS2",62.2,59,7.31,7.36,4.56,14171
"7139",1.01,"Very Good","G","SI2",62.9,56,6.36,6.39,4.01,4176
"24688",1.5,"Ideal","G","VS2",62.2,58,7.31,7.29,4.54,13049
"26576",2.01,"Premium","H","SI1",58.2,62,8.26,8.21,4.79,16287
"35933",0.35,"Premium","E","VS2",61.9,61,4.54,4.5,2.8,919
"37985",0.32,"Ideal","D","VVS2",60.9,57,4.39,4.45,2.7,1008
"20455",1.1,"Premium","D","VS2",58.2,57,6.81,6.77,3.95,8796
"44062",0.55,"Ideal","E","SI1",61.7,57,5.23,5.27,3.24,1551
"38817",0.31,"Premium","G","VVS1",63,58,4.32,4.29,2.71,1046
"21139",2,"Premium","J","VS1",63,58,8.04,7.99,5.05,9296
"7467",0.9,"Premium","H","VS1",60.2,58,6.32,6.28,3.79,4234
"39674",0.42,"Ideal","G","VS2",62.1,56,4.84,4.79,2.99,1087
"33145",0.31,"Premium","H","IF",61,58,4.34,4.38,2.66,816
"20256",1.41,"Premium","H","VS2",62,58,7.19,7.12,4.44,8686
"6954",0.93,"Very Good","G","SI1",62.3,58,6.2,6.29,3.9,4144
"15956",1.51,"Ideal","H","SI2",61.7,57,7.39,7.36,4.55,6384
"13809",1.15,"Ideal","I","VS1",62.1,55,6.76,6.67,4.18,5626
"40889",0.42,"Premium","F","VS1",62.7,61,4.77,4.74,2.98,1176
"14069",0.3,"Very Good","F","VS2",62.8,56,4.29,4.31,2.7,605
"19800",1.53,"Premium","H","SI1",62.4,60,7.34,7.31,4.57,8365
"10454",1,"Premium","H","SI1",62.1,56,6.48,6.38,3.99,4788
"11987",1.09,"Ideal","F","SI2",61.6,55,6.59,6.65,4.08,5143
"46882",0.56,"Ideal","H","VVS2",60.9,57,5.38,5.33,3.26,1814
"17593",1.09,"Ideal","G","VS2",62.4,55,6.61,6.56,4.11,7081
"22663",1.04,"Ideal","D","VS1",61.6,57,6.52,6.56,4.03,10709
"28596",0.3,"Premium","G","VS2",62.2,60,4.25,4.24,2.64,675
"41587",0.3,"Ideal","I","VS2",62.1,58,4.27,4.29,2.66,389
"6637",1,"Very Good","I","SI1",63.2,56,6.37,6.31,4.01,4088
"22516",1.51,"Ideal","G","VS2",62.8,57,7.33,7.26,4.58,10553
"39935",0.24,"Very Good","F","VVS2",61.9,56,3.97,4.01,2.47,492
"31702",0.36,"Premium","F","SI1",61.1,59,4.59,4.55,2.79,770
"22130",1.5,"Very Good","I","VS1",62.2,59,7.27,7.3,4.53,10164
"25194",2.07,"Premium","E","SI2",61.4,58,8.24,8.19,5.04,13786
"18416",1.02,"Premium","F","VS1",61.9,58,6.5,6.45,4.01,7485
"46122",0.52,"Premium","E","VS2",62.8,55,5.15,5.11,3.22,1743
"9202",1.01,"Very Good","F","SI1",63,57,6.36,6.4,4.02,4549
"6358",0.9,"Ideal","G","SI1",62.4,55,6.19,6.15,3.85,4036
"11537",1.01,"Very Good","H","VS2",62.1,57,6.39,6.45,3.99,5028
"20802",1.5,"Very Good","I","VS1",62.8,58,7.17,7.23,4.52,9033
"42789",0.54,"Ideal","G","SI1",62.4,56,5.2,5.22,3.25,1350
"16431",1.08,"Ideal","H","VS1",62,55,6.56,6.6,4.08,6562
"5731",0.9,"Very Good","H","VS2",60.8,58,6.18,6.22,3.77,3890
"26109",1.27,"Ideal","F","IF",61.3,55,6.98,7.02,4.29,15377
"11386",0.34,"Ideal","E","SI1",61,57,4.48,4.51,2.74,596
"12557",1.21,"Premium","I","SI1",61.8,59,6.85,6.81,4.22,5276
"30701",0.4,"Good","E","SI1",63.5,56,4.67,4.72,2.98,737
"30342",0.5,"Fair","G","I1",65.2,56,4.95,4.89,3.21,727
"48999",0.71,"Fair","H","SI1",65.1,55,5.69,5.65,3.69,2049
"43032",0.5,"Fair","G","VS1",65.9,57,5,4.87,3.25,1373
"48399",0.52,"Ideal","H","IF",59.2,58,5.23,5.31,3.12,1967
"28353",0.41,"Very Good","E","SI1",63.2,57,4.69,4.74,2.98,667
"28097",0.31,"Ideal","F","SI1",62.9,57,4.34,4.31,2.72,663
"10908",1.01,"Fair","G","VS2",64.9,56,6.27,6.21,4.05,4887
"6305",1.5,"Premium","H","I1",62.9,60,7.31,7.22,4.57,4022
"21300",1.01,"Good","F","IF",62.7,59,6.3,6.42,3.99,9451
"50761",0.7,"Premium","D","SI2",62.1,60,5.71,5.73,3.55,2299
"21240",1.59,"Premium","H","SI2",62.6,59,7.42,7.4,4.64,9385
"45289",0.51,"Premium","G","VS1",62.2,58,5.11,5.09,3.17,1662
"53022",0.73,"Premium","F","SI1",61.2,60,5.78,5.73,3.52,2599
"38603",0.4,"Premium","E","VS2",62,58,4.73,4.69,2.92,1038
"6595",0.9,"Premium","G","VS2",60.6,61,6.19,6.13,3.73,4079
"31109",0.42,"Very Good","F","SI1",60.6,58,4.81,4.89,2.94,753
"51416",0.76,"Ideal","H","SI1",62.4,55,5.87,5.83,3.65,2371
"39336",0.57,"Good","I","SI1",63.3,56,5.27,5.29,3.34,1072
"53216",0.58,"Very Good","F","VVS1",59.7,57,5.48,5.51,3.28,2636
"37045",0.34,"Ideal","D","VS2",61.4,55,4.51,4.54,2.78,967
"42181",0.5,"Premium","G","SI1",62.9,59,5.09,5.06,3.19,1286
"47642",0.23,"Very Good","D","VVS1",63.3,58,3.9,3.93,2.48,530
"51594",0.7,"Very Good","I","VVS2",62.4,61,5.6,5.75,3.54,2394
"28668",0.39,"Ideal","E","SI1",60.6,57,4.75,4.79,2.89,677
"18110",1.56,"Premium","I","VS2",60.8,59,7.56,7.51,4.58,7326
"38831",0.43,"Ideal","E","VS2",62,57,4.85,4.82,3,1048
"43921",0.23,"Premium","E","VS1",61.8,60,3.95,3.91,2.43,513
"24108",1.51,"Premium","D","SI1",61.1,60,7.37,7.32,4.49,12261
"51367",0.71,"Ideal","F","SI2",62.1,54,5.72,5.74,3.56,2365
"14027",1.05,"Ideal","D","SI2",62.1,58,6.49,6.52,4.04,5702
"25901",2.8,"Premium","I","SI2",61.1,59,9.03,8.98,5.5,15030
"28581",0.3,"Premium","G","VS2",60.6,60,4.34,4.3,2.62,675
"9683",1,"Ideal","I","SI1",61.5,57,6.39,6.43,3.94,4649
"10109",1,"Very Good","J","VVS1",63.5,59,6.34,6.29,4.01,4717
"828",0.96,"Premium","I","SI1",61.3,58,6.39,6.3,3.89,2866
"35271",0.3,"Ideal","E","VVS1",61.5,57,4.33,4.35,2.67,895
"10602",1.01,"Ideal","I","SI1",61.2,56,6.48,6.51,3.97,4825
"36497",0.34,"Ideal","E","VVS2",62.4,55,4.47,4.51,2.79,944
"24139",1.5,"Premium","G","VS2",62.9,54,7.31,7.26,4.58,12308
"20177",1.21,"Ideal","F","VS1",62.2,54.9,6.79,6.84,4.24,8629
"36313",0.32,"Premium","H","VVS1",62.9,58,4.37,4.34,2.74,936
"44140",0.59,"Ideal","F","SI1",62,57,5.41,5.34,3.33,1561
"17949",1.06,"Ideal","G","VS2",62.3,56,6.49,6.54,4.06,7255
"52839",0.74,"Premium","G","VS1",59.5,58,5.95,5.89,3.52,2574
"6565",1,"Good","E","SI2",61.5,64,6.29,6.22,3.85,4077
"50157",0.72,"Premium","I","VS2",60.9,60,5.76,5.8,3.52,2216
"28549",0.3,"Very Good","I","VVS2",60.1,63,4.31,4.28,2.58,675
"9787",1.01,"Very Good","E","SI2",59.5,59,6.54,6.58,3.9,4666
"39207",0.63,"Ideal","J","SI2",61.4,54,5.54,5.56,3.41,1065
"31225",0.32,"Good","D","SI1",63.7,55,4.38,4.35,2.78,756
"26535",3.67,"Premium","I","I1",62.4,56,9.86,9.81,6.13,16193
"4560",0.9,"Very Good","I","VS1",62.2,58,6.13,6.18,3.83,3644
"43659",0.5,"Very Good","F","VS2",59.4,59,5.19,5.22,3.09,1436
"27566",2,"Premium","H","SI1",58.2,60,8.34,8.26,4.83,18371
"15386",0.29,"Very Good","G","VVS1",61.6,56,4.24,4.27,2.62,607
"24548",2.02,"Ideal","J","VS2",62,56,8.06,8.13,5.02,12832
"32031",0.39,"Premium","E","SI2",60.7,62,4.74,4.72,2.87,778
"3817",0.7,"Ideal","F","VS2",61,55,5.74,5.79,3.52,3468
"23979",2.1,"Good","H","SI1",63.7,61,8.1,8.07,5.15,12121
"6763",1.01,"Good","E","SI1",64.3,59,6.28,6.31,4.05,4106
"11547",1.01,"Ideal","H","SI1",62.3,55,6.46,6.45,4.02,5029
"222",0.7,"Good","E","VS1",57.2,62,5.81,5.77,3.31,2782
"1400",0.32,"Ideal","G","VS1",62.3,55,4.39,4.41,2.74,559
"43269",0.3,"Premium","I","SI1",60.5,62,4.37,4.33,2.63,506
"23138",1.27,"Ideal","G","IF",61.5,58,6.95,6.99,4.29,11157
"40088",0.33,"Premium","H","IF",62,58,4.42,4.39,2.73,1114
"2262",0.71,"Ideal","D","VS2",62,57,5.69,5.73,3.54,3153
"21917",1.33,"Premium","G","VS1",60.2,60,7.2,7.12,4.31,9992
"23454",1.01,"Ideal","D","VVS2",61.9,56,6.41,6.45,3.98,11442
"31783",0.42,"Ideal","F","SI1",62,57,4.81,4.83,2.99,773
"24475",1.51,"Ideal","D","SI1",59.5,57,7.56,7.46,4.47,12738
"53851",0.71,"Very Good","F","SI1",61.1,58,5.71,5.77,3.51,2742
"15042",0.3,"Ideal","G","VS1",61.9,56,4.29,4.34,2.67,605
"45876",0.51,"Very Good","E","VS1",60,57,5.18,5.25,3.13,1717
"7900",1,"Fair","G","SI1",64.7,60,6.22,6.18,4.01,4312
